validation,stage,stage_order,stage_label,ranker,method,budget,recall,recall_unit_mean,precision,random_recall,oracle_recall,lift,skill,n_units,n_poor,n_selected,hits
site,tp3,3,+ TP1-TP3,naive_imagery,naive_imagery,0.2000,0.2676,0.2688,0.3345,0.2001,0.8000,1.3369,0.1124,3,370,296,99
site,tp3,3,+ TP1-TP3,naive_imagery,naive_imagery,0.2500,0.3243,0.3257,0.3243,0.2502,1.0000,1.2964,0.0989,3,370,370,120
site,tp4,4,+ TP1-TP4,forecast,forecast,0.1000,0.1486,0.1485,0.3716,0.1001,0.4000,1.4855,0.1620,3,370,148,55
site,tp4,4,+ TP1-TP4,forecast,forecast,0.2000,0.2757,0.2750,0.3446,0.2001,0.8000,1.3774,0.1259,3,370,296,102
site,tp4,4,+ TP1-TP4,forecast,forecast,0.2500,0.3405,0.3397,0.3405,0.2502,1.0000,1.3612,0.1205,3,370,370,126
site,tp4,4,+ TP1-TP4,lower_bound,lower_bound,0.1000,0.1568,0.1563,0.3919,0.1001,0.4000,1.5665,0.1890,3,370,148,58
site,tp4,4,+ TP1-TP4,lower_bound,lower_bound,0.2000,0.3027,0.3026,0.3784,0.2001,0.8000,1.5125,0.1710,3,370,296,112
site,tp4,4,+ TP1-TP4,lower_bound,lower_bound,0.2500,0.3514,0.3514,0.3514,0.2502,1.0000,1.4045,0.1349,3,370,370,130
site,tp4,4,+ TP1-TP4,relative_forecast,relative_forecast,0.1000,0.1541,0.1537,0.3851,0.1001,0.4000,1.5395,0.1800,3,370,148,57
site,tp4,4,+ TP1-TP4,relative_forecast,relative_forecast,0.2000,0.2892,0.2885,0.3615,0.2001,0.8000,1.4450,0.1485,3,370,296,107
site,tp4,4,+ TP1-TP4,relative_forecast,relative_forecast,0.2500,0.3297,0.3289,0.3297,0.2502,1.0000,1.3180,0.1061,3,370,370,122
site,tp4,4,+ TP1-TP4,records_only,relative_forecast,0.1000,0.1432,0.1434,0.3581,0.1001,0.4000,1.4315,0.1440,3,370,148,53
site,tp4,4,+ TP1-TP4,records_only,relative_forecast,0.2000,0.2297,0.2301,0.2872,0.2001,0.8000,1.1479,0.0493,3,370,296,85
site,tp4,4,+ TP1-TP4,records_only,relative_forecast,0.2500,0.2703,0.2705,0.2703,0.2502,1.0000,1.0804,0.0268,3,370,370,100
site,tp4,4,+ TP1-TP4,naive_imagery,naive_imagery,0.1000,0.1297,0.1305,0.3243,0.1001,0.4000,1.2964,0.0989,3,370,148,48
site,tp4,4,+ TP1-TP4,naive_imagery,naive_imagery,0.2000,0.2649,0.2664,0.3311,0.2001,0.8000,1.3234,0.1079,3,370,296,98
site,tp4,4,+ TP1-TP4,naive_imagery,naive_imagery,0.2500,0.3297,0.3313,0.3297,0.2502,1.0000,1.3180,0.1061,3,370,370,122
site,tp5,5,+ TP1-TP5,forecast,forecast,0.1000,0.1703,0.1698,0.4257,0.1001,0.4000,1.7016,0.2341,3,370,148,63
site,tp5,5,+ TP1-TP5,forecast,forecast,0.2000,0.3162,0.3153,0.3953,0.2001,0.8000,1.5800,0.1935,3,370,296,117
site,tp5,5,+ TP1-TP5,forecast,forecast,0.2500,0.3649,0.3639,0.3649,0.2502,1.0000,1.4585,0.1530,3,370,370,135
site,tp5,5,+ TP1-TP5,lower_bound,lower_bound,0.1000,0.1784,0.1782,0.4459,0.1001,0.4000,1.7826,0.2611,3,370,148,66
site,tp5,5,+ TP1-TP5,lower_bound,lower_bound,0.2000,0.3243,0.3243,0.4054,0.2001,0.8000,1.6205,0.2070,3,370,296,120
site,tp5,5,+ TP1-TP5,lower_bound,lower_bound,0.2500,0.3865,0.3867,0.3865,0.2502,1.0000,1.5449,0.1818,3,370,370,143
site,tp5,5,+ TP1-TP5,relative_forecast,relative_forecast,0.1000,0.1946,0.1947,0.4865,0.1001,0.4000,1.9446,0.3152,3,370,148,72
site,tp5,5,+ TP1-TP5,relative_forecast,relative_forecast,0.2000,0.3324,0.3322,0.4155,0.2001,0.8000,1.6610,0.2205,3,370,296,123
site,tp5,5,+ TP1-TP5,relative_forecast,relative_forecast,0.2500,0.3811,0.3807,0.3811,0.2502,1.0000,1.5233,0.1746,3,370,370,141
site,tp5,5,+ TP1-TP5,records_only,relative_forecast,0.1000,0.1432,0.1434,0.3581,0.1001,0.4000,1.4315,0.1440,3,370,148,53
site,tp5,5,+ TP1-TP5,records_only,relative_forecast,0.2000,0.2297,0.2301,0.2872,0.2001,0.8000,1.1479,0.0493,3,370,296,85
site,tp5,5,+ TP1-TP5,records_only,relative_forecast,0.2500,0.2703,0.2705,0.2703,0.2502,1.0000,1.0804,0.0268,3,370,370,100
site,tp5,5,+ TP1-TP5,naive_imagery,naive_imagery,0.1000,0.1081,0.1085,0.2703,0.1001,0.4000,1.0804,0.0268,3,370,148,40
site,tp5,5,+ TP1-TP5,naive_imagery,naive_imagery,0.2000,0.2162,0.2172,0.2703,0.2001,0.8000,1.0804,0.0268,3,370,296,80
site,tp5,5,+ TP1-TP5,naive_imagery,naive_imagery,0.2500,0.2568,0.2580,0.2568,0.2502,1.0000,1.0263,0.0088,3,370,370,95
site,tp6,6,+ TP1-TP6,forecast,forecast,0.1000,0.1622,0.1619,0.4054,0.1001,0.4000,1.6205,0.2070,3,370,148,60
site,tp6,6,+ TP1-TP6,forecast,forecast,0.2000,0.2892,0.2886,0.3615,0.2001,0.8000,1.4450,0.1485,3,370,296,107
site,tp6,6,+ TP1-TP6,forecast,forecast,0.2500,0.3622,0.3616,0.3622,0.2502,1.0000,1.4477,0.1494,3,370,370,134
site,tp6,6,+ TP1-TP6,lower_bound,lower_bound,0.1000,0.1568,0.1565,0.3919,0.1001,0.4000,1.5665,0.1890,3,370,148,58
site,tp6,6,+ TP1-TP6,lower_bound,lower_bound,0.2000,0.3027,0.3025,0.3784,0.2001,0.8000,1.5125,0.1710,3,370,296,112
site,tp6,6,+ TP1-TP6,lower_bound,lower_bound,0.2500,0.3486,0.3483,0.3486,0.2502,1.0000,1.3937,0.1313,3,370,370,129
site,tp6,6,+ TP1-TP6,relative_forecast,relative_forecast,0.1000,0.1676,0.1672,0.4189,0.1001,0.4000,1.6745,0.2251,3,370,148,62
site,tp6,6,+ TP1-TP6,relative_forecast,relative_forecast,0.2000,0.3162,0.3157,0.3953,0.2001,0.8000,1.5800,0.1935,3,370,296,117
site,tp6,6,+ TP1-TP6,relative_forecast,relative_forecast,0.2500,0.3919,0.3915,0.3919,0.2502,1.0000,1.5665,0.1890,3,370,370,145
site,tp6,6,+ TP1-TP6,records_only,relative_forecast,0.1000,0.1432,0.1434,0.3581,0.1001,0.4000,1.4315,0.1440,3,370,148,53
site,tp6,6,+ TP1-TP6,records_only,relative_forecast,0.2000,0.2297,0.2301,0.2872,0.2001,0.8000,1.1479,0.0493,3,370,296,85
site,tp6,6,+ TP1-TP6,records_only,relative_forecast,0.2500,0.2703,0.2705,0.2703,0.2502,1.0000,1.0804,0.0268,3,370,370,100
site,tp6,6,+ TP1-TP6,naive_imagery,naive_imagery,0.1000,0.0811,0.0813,0.2027,0.1001,0.4000,0.8103,-0.0633,3,370,148,30
site,tp6,6,+ TP1-TP6,naive_imagery,naive_imagery,0.2000,0.1703,0.1706,0.2128,0.2001,0.8000,0.8508,-0.0498,3,370,296,63
site,tp6,6,+ TP1-TP6,naive_imagery,naive_imagery,0.2500,0.2243,0.2249,0.2243,0.2502,1.0000,0.8967,-0.0345,3,370,370,83
